pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,tact,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
0175G00011000000,7752 TIOGA ST,"PITTSBURGH, PA",16.75,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88818398,40.45021788
0175G00011000A00,7750 TIOGA ST,"PITTSBURGH, PA",324.02,4,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88823705,40.45023644
0175G00013000000,7754 TIOGA ST,"PITTSBURGH, PA",320.21,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88813413,40.4502018
0175G00029000000,0 ROSEDALE ST,"MC KEESPORT, PA",242.07,6,Commercial,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88718787,40.44982174
0175G00064000000,506 ROSEDALE ST,"PITTSBURGH, PA",352.62,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88698449,40.44942345
0175G00080000000,7809 SUSQUEHANNA ST,"PITTSBURGH, PA",882.49,10,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88857789,40.44992646
0175G00086000000,7737 SUSQUEHANNA ST,"PITTSBURGH, PA",46.7,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88906565,40.45005515
0175G00087000000,0 SUSQUEHANNA ST,"PITTSBURGH, PA",64.8,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88914577,40.45008578
0175G00088000000,7733 SUSQUEHANNA ST,"PITTSBURGH, PA",672.82,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88920128,40.45015304
0175G00100000000,0 BRUSHTON AVE,"PITTSBURGH, PA",137.24,17,Industrial,Homewood South,9,13,42003130400,2,13,5,3-17,-79.89062553,40.4500869
0175G00133000000,0 SUSQUEHANNA ST,"PITTSBURGH, PA",57.18,17,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88941452,40.44971802
0175G00134000000,0 SUSQUEHANNA ST,"PITTSBURGH, PA",661.39,14,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88932336,40.44969007
0175G00200000000,0 HILL ST,"SAN JOSE, CA",5.73,11,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88840612,40.44792621
0175G00205000000,0 ROSEDALE ST,"PITTSBURGH, PA",5.73,9,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88833571,40.44833779
0175G00206000000,421 ROSEDALE ST,"PITTSBURGH, PA",171.54,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88833467,40.4484101
0175G00213000000,0 ROSEDALE ST,"PITTSBURGH, PA",11.44,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88815035,40.44817591
0175G00214000000,0 ROSEDALE ST,"PITTSBURGH, PA",74.34,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88830012,40.44809989
0175G00215000000,0 ROSEDALE ST,"PITTSBURGH, PA",74.34,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88834999,40.44802
0175G00220000000,416 ROSEDALE ST,"PITTSBURGH, PA",459.35,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88766385,40.44803039
0175G00221000000,418 ROSEDALE ST,"PITTSBURGH, PA",202.03,12,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88762201,40.44810086
0175G00222000000,420 ROSEDALE ST,"TUCSON, AZ",409.8,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88758155,40.44817625
0175G00237000000,0 MADIERA ST,",",26.68,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88699276,40.44847029
0175G00248000000,0 ROSEDALE ST,"PITTSBURGH, PA",9.54,5,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88716894,40.44906601
0175G00250000000,7908 SUSQUEHANNA ST,"PITTSBURGH, PA",7.62,5,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88705926,40.44902877
0175G00251000000,7908 SUSQUEHANNA ST,"PITTSBURGH, PA",54.63,6,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88700346,40.44895453
0175H00008000000,7923 MADIERA ST,"PITTSBURGH, PA",766.21,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.8866019,40.44834029
0175H00010000000,7929 MADIERA ST,"WHITE OAK, PA",276.38,5,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.8864391,40.44828531
0175H00012000000,7933 MADIERA ST,"HIGH POINT, NC",966.35,14,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88629583,40.44823755
0175H00019000000,7943 MADIERA ST,"PITTSBURGH, PA",752.88,19,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88583771,40.44808448
0175H00020000000,0 MADIERA ST,"PITTSBURGH, PA",80.05,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88570216,40.44803931
0175H00031000000,7944 SUSQUEHANNA ST,"PITTSBURGH, PA",276.02,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88564857,40.44841138
0175H00033000000,7940 SUSQUEHANNA ST,"PITTSBURGH, PA",667.12,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88581097,40.44846286
0175H00036000000,7934 SUSQUEHANNA ST,"PITTSBURGH, PA",74.35,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88605305,40.44854827
0175H00037000000,7932 SUSQUEHANNA ST,"PITTSBURGH, PA",104.85,6,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88612791,40.44857078
0175H00045000000,7914 SUSQUEHANNA ST,"PITTSBURGH, PA",396.44,15,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88684088,40.44881179
0175H00046000000,0 SUSQUEHANNA ST,"PITTSBURGH, PA",68.62,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88691348,40.4488349
0175H00055000000,0 SUSQUEHANNA ST,"PITTSBURGH, PA",68.62,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88634199,40.449193
0175H00057000000,7923 SUSQUEHANNA ST,"PITTSBURGH, PA",118.05,4,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88613396,40.44912568
0175H00061000000,7929 SUSQUEHANNA ST,"PITTSBURGH, PA",636.62,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88585051,40.44903224
0175H00068000000,7945 SUSQUEHANNA ST,"PITTSBURGH, PA",76.24,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88532444,40.44884432
0175H00079000000,7958 TIOGA ST,"PITTSBURGH, PA",115.18,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88484739,40.44910191
0175H00083000000,7946 TIOGA ST,"PITTSBURGH, PA",596.59,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88529853,40.44922306
0175H00085000000,0 TIOGA ST,"PITTSBURGH, PA",76.24,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88542007,40.44927913
0175H00087000000,7940 TIOGA ST,"PITTSBURGH, PA",642.33,4,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88554645,40.44931879
0175H00088000000,7938 TIOGA ST,"PITTSBURGH, PA",632.81,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88563774,40.44935362
0175H00091000000,0 TIOGA ST,"TURTLE CREEK, PA",72.43,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.8858301,40.44941375
0175H00115000000,7915 TIOGA ST,"PITTSBURGH, PA",649.96,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88628285,40.45011623
0175H00117000000,0 TIOGA ST,",",62.91,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88612904,40.45005782
0175H00118000000,0 BLACKADORE ST,",",57.18,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88606656,40.44997313
0175H00120000000,0 CRESSEY WAY,"PITTSBURGH, PA",7.62,18,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88597308,40.45014223
0175H00129000000,0 TIOGA ST,",",13.35,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88540362,40.44979838
0175H00134000000,7951 TIOGA ST,"PITTSBURGH, PA",291.26,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88495802,40.44965281
0175H00138000000,0 TIOGA ST,",",64.8,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88456442,40.44951857
0175H00172000000,0 TACOMA ST,"PITTSBURGH, PA",60.99,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88559025,40.45028485
0175H00173000000,0 TACOMA ST,"PITTSBURGH, PA",60.99,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88549844,40.45025763
0175H00174000000,7930 TACOMA ST,"PITTSBURGH, PA",118.05,10,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88541816,40.45023471
0175H00175000000,0 TACOMA ST,",",13.35,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88533951,40.45020284
0175H00176000000,7934 TACOMA ST,"PITTSBURGH, PA",89.87,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88525278,40.45017758
0175H00177000000,7936 TACOMA ST,"PITTSBURGH, PA",380.86,1,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88517111,40.45014731
0175H00178000000,7938 TACOMA ST,"PITTSBURGH, PA",437.11,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88509032,40.45012243
0175H00179000000,0 TACOMA ST,"PITTSBURGH, PA",13.35,20,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88501035,40.45009865
0175H00180000000,0 TACOMA ST,"PITTSBURGH, PA",13.35,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88492815,40.45006821
0175H00181000000,0 TACOMA ST,"WILLOW GROVE, PA",62.91,12,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88484313,40.45003788
0175H00193000000,0 OAKWOOD ST,",",11.44,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88406711,40.45009935
0175H00197000000,0 NIMICK PL,"YOUNGTOWN, AZ",5.73,11,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88380688,40.4501485
0175H00204000000,512 OAKWOOD ST,"PITTSBURGH, PA",112.46,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.883824,40.4494653
0175H00205000000,508 OAKWOOD ST,"PITTSBURGH, PA",240.17,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88379386,40.44940261
0175H00207000000,502 OAKWOOD ST,"PITTSBURGH, PA",169.64,8,Residential,East Hills,9,13,42003561200,2,13,5,3-17,-79.88373046,40.44914887
0175H00208000000,504 OAKWOOD ST,"PITTSBURGH, PA",905.36,1,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88375061,40.44922713
0175H00210000000,0 OAKWOOD ST,"PITTSBURGH, PA",72.43,17,Residential,East Hills,9,13,42003561200,2,13,5,3-17,-79.88370033,40.44907274
0175H00222000000,0 NIMICK PL,"WEXFORD, PA",7.62,18,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88367164,40.45017449
0175H00224000000,8019 NIMICK PL,",",453.63,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88354006,40.45019704
0175H00225000000,0 NIMICK PL,"PITTSBURGH, PA",49.56,18,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.8834695,40.45021039
0175H00226000000,8023 NIMICK PL,"PITTSBURGH, PA",53.75,3,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88339896,40.45022276
0175H00227000000,8025 NIMICK PL,"PITTSBURGH, PA",383.12,1,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88332586,40.45023729
0175H00231000000,0 NIMICK PL,",",7.62,18,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.8834808,40.44986783
0175H00234000000,0 NIMICK PL,"PITTSBURGH, PA",51.47,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88328126,40.44990627
0175H00235000000,8024 NIMICK PL,"PITTSBURGH, PA",255.06,3,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88321843,40.44991844
0175H00240000000,521 SINGER PL,"PITTSBURGH, PA",320.2,9,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88334514,40.44972692
0175H00241000000,0 SINGER PL,",",64.8,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88331845,40.44964282
0175H00242000000,0 SINGER PL,"PITTSBURGH, PA",64.8,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88329562,40.44956034
0175H00243000000,0 SINGER PL,",",64.8,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88326702,40.44947519
0175H00245000000,0 MOOSEHART ST,"PITTSBURGH, PA",13.35,20,Residential,East Hills,9,13,42003130600,2,13,5,3-17,-79.88336965,40.44925094
0175J00205000000,207 S BRADDOCK AVE,"MARS, PA",1932.3,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89536563,40.44579533
0175K00001000000,210 EAST END AVE,"MARS, PA",1918.71,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89478906,40.44553894
0175K00200000000,7717 TUSCARORA ST,"PITTSBURGH, PA",2100.43,1,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.8935209,40.44579089
0175L00005000000,0 HILL AVE,"CHICAGO, IL",60.99,16,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88786829,40.44767321
0175M00003000000,7928 MADIERA ST,"PITTSBURGH, PA",375.49,4,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88664374,40.44780488
0175M00007000000,7934 MADIERA ST,"PITTSBURGH, PA",507,10,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88631682,40.44769783
0175M00009000000,7936 MADIERA ST,"PITTSBURGH, PA",126.79,2,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88619756,40.44766872
0175M00010000000,7938 MADIERA ST,"PITTSBURGH, PA",827.2,7,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88608659,40.44763769
0175M00013000000,7942 MADIERA ST,"PITTSBURGH, PA",512.73,19,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88589078,40.44757366
0175M00015000000,1309 PITT ST,"PITTSBURGH, PA",301.78,0,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.88581009,40.44743544
0175M00029000000,0 DIVISION ST,"PITTSBURGH, PA",15.25,15,Residential,Homewood South,9,13,42003130400,2,13,5,3-17,-79.8866689,40.44742146
0175N00084000000,501 RICHLAND LN,"OWENSBORO, KY",213.47,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89861996,40.44361234
0175N00152000000,302 S BRADDOCK AVE,"PITTSBURGH, PA",1861,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89636594,40.44542706
0175N00195000000,447 S BRADDOCK AVE,"PITTSBURGH, PA",667.61,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89642485,40.44319899
0175N00207000000,425 S BRADDOCK AVE,"LIGONIER, PA",3089.63,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89612593,40.44381692
0175N00264000000,410 EAST END AVE,"LIGONIER, PA",4940.36,0,Commercial,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89551039,40.44377121
0175P00022000000,7710 TUSCARORA ST,"ROSWELL, GA",1757.33,1,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89383922,40.4453611
0175P00023000000,7712 TUSCARORA ST,"PITTSBURGH, PA",2291.02,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89375695,40.44531677
0175P00049000000,7722 BRASHEAR ST,"PITTSBURGH, PA",242.07,1,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89367505,40.44435054
0175P00111000000,7714 WAVERLY ST,"DES MOINES, IA",3581.38,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.8941462,40.44371425
0175P00126000000,7727 LYMAN ST,",",331.66,20,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89412214,40.44332825
0175P00128000000,7723 LYMAN ST,"PITTSBURGH, PA",914.9,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89428249,40.44338139
0175P00129000000,7721 LYMAN ST,"PITTSBURGH, PA",743.36,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89436916,40.44341119
0175P00131000000,7717 LYMAN ST,"PITTSBURGH, PA",190,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89453317,40.44347389
0176A00008000000,544 CELERON ST,"COPPELL, TX",3869.18,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89542618,40.44115976
0176A00146000A00,2 FLOTILLA WAY,"PITTSBURGH, PA",1313.24,1,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89647042,40.44250105
0176A00146000B00,1 FLOTILLA WAY,"PITTSBURGH, PA",868.77,14,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89645157,40.44254705
0176A00161000000,517 S BRADDOCK AVE,"PITTSBURGH, PA",5271.99,1,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89666347,40.44240654
0176A00182000000,549 S BRADDOCK AVE,"POMONA, CA",1829.76,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89715334,40.44111292
0176B00036000000,7720 EDGERTON AVE,"PITTSBURGH, PA",1480.61,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89487791,40.44235162
0176B00093000000,565 CELERON ST,"PITTSBURGH, PA",2858.64,1,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89512924,40.44060209
0176E00073000000,617 S BRADDOCK AVE,"COPPELL, TX",4473.4,0,Residential,Regent Square,9,14,42003141000,3,14,4,2-16,-79.89699351,40.4389611
0176E00239000000,589 CELERON ST,"COPPELL, TX",3994.62,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89542785,40.43991467
0176F00022000000,584 PEEBLES ST,"VERONA, PA",2197.27,0,Residential,Point Breeze,9,14,42003140600,3,14,4,3-14,-79.89491179,40.43992294
0176F00041000000,616 PEEBLES ST,"PITTSBURGH, PA",2105.78,0,Residential,Regent Square,9,14,42003141000,3,14,4,2-16,-79.89508737,40.4391218
0176J00122000000,801 S BRADDOCK AVE,"PITTSBURGH, PA",2872.35,0,Commercial,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89605525,40.4367953
0176N00002000000,905 S BRADDOCK AVE,"TRAFFORD, PA",1508.65,0,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89558471,40.43566755
0176N00037000000,918 S BRADDOCK AVE,"PITTSBURGH, PA",4873.66,1,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89609974,40.43518191
0176N00040000000,900 S BRADDOCK AVE,"APPLING, GA",3617.59,3,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89626369,40.43563171
0177A00057000000,1000 LACLAIR ST,"PITTSBURGH, PA",5148.12,0,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89717724,40.43312257
0177A00123000000,1033 MACON AVE,"SANTA ANA, CA",4288.5,0,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89708914,40.43221627
0177E00088000000,1230 RICHMOND ST,"PITTSBURGH, PA",827.07,0,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89785744,40.42874311
0177E00220000000,1207 LANCASTER AVE,"PITTSBURGH, PA",3279.87,1,Residential,Regent Square,5,14,42003141000,3,14,4,2-16,-79.89672423,40.4299233
0177N00018000000,0 LEBLANC ST,"PITTSBURGH, PA",22.87,1,Residential,Swisshelm Park,5,14,42003141100,3,14,4,2-19,-79.89931612,40.42536937
0178A00038000000,254 WHIPPLE ST,"PITTSBURGH, PA",1700.15,2,Residential,Swisshelm Park,5,14,42003141100,3,14,4,2-19,-79.89918156,40.42251585
0178A00056000000,229 HOMESTEAD ST,"MONROEVILLE, PA",3409.84,1,Residential,Swisshelm Park,5,14,42003141100,3,14,4,2-19,-79.89923666,40.42170192
0178A00147000000,250 HOMESTEAD ST,"PITTSBURGH, PA",1086.06,0,Residential,Swisshelm Park,5,14,42003141100,3,14,4,2-19,-79.89835791,40.42203203
0178J00017000000,0 POCONO ST,"PITTSBURGH, PA",175.35,0,Residential,NA,,,42003515300,,,,3-26,-79.89889179,40.41864326
0184A00032000000,1129 OAKLEAF DR,"PITTSBURGH, PA",712.48,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91584089,40.37396502
0184A00057000000,1171 OAKLEAF DR,"PITTSBURGH, PA",800.54,3,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91484933,40.37281266
0184A00145000000,5001 LOUGEAN AVE,"PITTSBURGH, PA",1019.72,1,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91375424,40.37372189
0184A00196000000,5074 LOUGEAN AVE,"PITTSBURGH, PA",593.16,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91600342,40.37485922
0184A00212000000,1128 SCORER ST,"PITTSBURGH, PA",374.42,2,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91488183,40.37459979
0184A00225000000,5004 LOUGEAN AVE,"PITTSBURGH, PA",1116.93,5,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91405994,40.37409278
0184A00286000000,4928 LOUGEAN AVE,"PITTSBURGH, PA",1028.9,14,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91350465,40.37411696
0184B00017000000,4838 INTERBORO AVE,"PITTSBURGH, PA",1719.23,3,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91139343,40.37475167
0184B00042000000,0 INTERBORO AVE,"COLUMBUS, OH",51.47,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91155043,40.37358847
0184B00052000000,4841 INTERBORO AVE,"PITTSBURGH, PA",1037.54,3,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91106994,40.37418919
0184B00054000000,4839 INTERBORO AVE,"PITTSBURGH, PA",1047.96,2,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91100051,40.37427163
0184E00050000000,0 MCKEESPORT BLVD,"COPPELL, TX",118.17,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91441023,40.37050813
0184E00057000000,1236 MIFFLIN RD,"PITTSBURGH, PA",544.76,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91509832,40.37089597
0184E00150000A00,0 APDALE ST,"PITTSBURGH, PA",274.46,20,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91617546,40.37226483
0184E00218000000,1210 LEASIDE DR,"PITTSBURGH, PA",787.19,1,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91415741,40.37241034
0184E00222000000,0 LEASIDE DR,",",9.54,16,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91429736,40.37226802
0184E00300000000,5039 DELEHANTY ST,"PITTSBURGH, PA",733.82,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91294126,40.37224537
0184E00338000000,5129 INTERBORO AVE,"POMONA, CA",1192.79,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.9123007,40.37107458
0184F00042000000,5127 DELFORD ST,"WEST MIFFLIN, PA",886.3,2,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.9112569,40.3710771
0184F00073000000,1370 LEASIDE DR,"COPPELL, TX",1215.69,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.9103013,40.37083518
0184F00078000000,1384 LEASIDE DR,"COPPELL, TX",1086.08,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91017124,40.37071703
0184F00139000000,1339 LEASIDE DR,"HOMESTEAD, PA",914.88,1,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91091872,40.37185187
0184F00200000000,0 LEASIDE DR,"MC KEESPORT, PA",404.07,3,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.90918255,40.37059705
0184J00003000000,5201 INTERBORO AVE,"PITTSBURGH, PA",340.68,0,Commercial,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91259779,40.36995459
0184J00065000000,1136 ELWELL ST,"PITTSBURGH, PA",573.72,5,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91608628,40.36932554
0184J00091000000,1137 MULDOWNEY AVE,"PITTSBURGH, PA",569.54,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91600017,40.36897871
0184J00145000000,1801 MIFFLIN RD,"PITTSBURGH, PA",1210.32,0,Commercial,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91311885,40.36949983
0184J00151000000,1404 MIFFLIN RD,"PITTSBURGH, PA",697.6,0,Commercial,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91265993,40.36926364
0184J00153000000,1404 MIFFLIN RD,"PITTSBURGH, PA",1879.33,2,Commercial,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91247037,40.36928587
0184J00155000000,1406 MIFFLIN RD,"PITTSBURGH, PA",1270.44,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91233637,40.369266
0184J00157000000,1410 MIFFLIN RD,"PITTSBURGH, PA",1237.01,13,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91221672,40.36924438
0184J00202000000,1431 MULDOWNEY AVE,"PITTSBURGH, PA",958.73,5,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91211457,40.3687134
0184J00203000000,1437 MULDOWNEY AVE,"PITTSBURGH, PA",1580.09,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91199136,40.36866244
0184J00233000000,1226 MULDOWNEY AVE,"PITTSBURGH, PA",1023.53,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91449804,40.36846396
0184J00350000000,0 RODGERS ST,"PITTSBURGH, PA",40.04,20,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91388357,40.36791394
0184K00050000000,1617 MCBRIDE ST,"PITTSBURGH, PA",343.1,0,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91018015,40.36976952
0184K00052000000,1613 MCBRIDE ST,"PITTSBURGH, PA",771.94,4,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91034571,40.36972438
0184K00098000000,5512 KEEFE ST,"PITTSBURGH, PA",647.7,3,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91176803,40.36785215
0184K00147000000,5384 MIFFLIN RD,"PITTSBURGH, PA",2584.54,0,Commercial,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.91057613,40.36886317
0184K00189000000,5413 MIFFLIN RD,"PITTSBURGH, PA",855.44,11,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.910099,40.36818989
0184K00202000000,5319 MIFFLIN RD,"PITTSBURGH, PA",986.95,6,Residential,Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.90990893,40.36892172
